"assignment_status","priority_band","feature","route","page","page_file","visual_density_priority","visual_density_risk_score","official_density_score","body_grade","archetype","guardrail","root_causes","recommendation","next_action","source_files"
"monitor_when_touched","P2-A next-batch candidate","trade","'/trade/copy-provider/:providerId'","CopyProviderDetailPage","flutter_app/lib/features/trade/presentation/pages/copy_provider_detail_page.dart","P2_MEDIUM_DENSITY_REVIEW","37","0","A","detail","financial_safety_copy_preserve","vertical_gap_accumulation;bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse","Compact first viewport: reduce tall tokenized cards/gaps and verify first repeated/actionable section above bottom nav.","Prioritize in the next proactive density batch; compact the dominant root cause with shared primitives/tokens, verify 360x800, run focused feature tests, and preserve guardrails.","flutter_app/lib/features/trade/presentation/pages/copy_provider_detail_page.dart;flutter_app/lib/features/trade/presentation/widgets/trade_body_review_widgets.dart"
"monitor_when_touched","P2-A next-batch candidate","trade","AppRoutePaths.tradePositions","PositionDashboardPage","flutter_app/lib/features/trade/presentation/pages/position_dashboard_page.dart","P2_MEDIUM_DENSITY_REVIEW","37","0","A","detail","financial_safety_copy_preserve","tokenized_fixed_height_pressure;vertical_gap_accumulation;bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse","Compact first viewport: reduce tall tokenized cards/gaps and verify first repeated/actionable section above bottom nav.","Prioritize in the next proactive density batch; compact the dominant root cause with shared primitives/tokens, verify 360x800, run focused feature tests, and preserve guardrails.","flutter_app/lib/features/trade/presentation/pages/position_dashboard_page.dart;flutter_app/lib/features/trade/presentation/widgets/position_dashboard_page_common.dart;flutter_app/lib/features/trade/presentation/widgets/position_dashboard_page_sections.dart;flutter_app/lib/features/trade/presentation/widgets/trade_body_review_widgets.dart"
"monitor_when_touched","P2-B medium monitor","arena","AppRoutePaths.arenaStudioGovernance","ArenaGovernanceGatePage","flutter_app/lib/features/arena/presentation/pages/arena_governance_gate_page.dart","P2_MEDIUM_DENSITY_REVIEW","36","1","A","detail","open_arena_points_boundary_preserve","tokenized_fixed_height_pressure;bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse","Compact first viewport: reduce tall tokenized cards/gaps and verify first repeated/actionable section above bottom nav.","Monitor and compact when this feature/file is touched, or if emulator/widget QA shows first-viewport regression; use existing recommendation as the fix direction.","flutter_app/lib/features/arena/presentation/pages/arena_governance_gate_page.dart;flutter_app/lib/features/arena/presentation/pages/arena_governance_gate_page_part_01.dart;flutter_app/lib/features/arena/presentation/pages/arena_governance_gate_page_part_02.dart;flutter_app/lib/features/arena/presentation/pages/arena_governance_gate_page_part_03.dart;flutter_app/lib/features/arena/presentation/pages/arena_governance_gate_page_part_04.dart;flutter_app/lib/features/arena/presentation/widgets/arena_governance_gate_field_controls.dart;flutter_app/lib/features/arena/presentation/widgets/arena_governance_gate_helpers.dart;flutter_app/lib/features/arena/presentation/widgets/arena_governance_gate_models.dart;flutter_app/lib/features/arena/presentation/widgets/arena_governance_gate_privacy_clarity.dart;flutter_app/lib/features/arena/presentation/widgets/arena_governance_gate_resolution_timing.dart;flutter_app/lib/features/arena/presentation/widgets/arena_governance_gate_setup_fields.dart;flutter_app/lib/features/arena/presentation/widgets/arena_governance_gate_status_widgets.dart;flutter_app/lib/features/arena/presentation/widgets/arena_governance_gate_stepper_title.dart;flutter_app/lib/features/arena/presentation/widgets/arena_governance_gate_suggestions_eligibility.dart;flutter_app/lib/features/arena/presentation/widgets/arena_governance_gate_summary_footer.dart"
"monitor_when_touched","P2-B medium monitor","launchpad","AppRoutePaths.launchpadBridgeCompare","LaunchpadBridgeComparePage","flutter_app/lib/features/launchpad/presentation/pages/launchpad_bridge_compare_page.dart","P2_MEDIUM_DENSITY_REVIEW","36","5","A","detail","financial_safety_copy_preserve","tokenized_fixed_height_pressure;bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse","Compact first viewport: reduce tall tokenized cards/gaps and verify first repeated/actionable section above bottom nav.","Monitor and compact when this feature/file is touched, or if emulator/widget QA shows first-viewport regression; use existing recommendation as the fix direction.","flutter_app/lib/features/launchpad/presentation/pages/launchpad_bridge_compare_page.dart;flutter_app/lib/features/launchpad/presentation/pages/launchpad_bridge_compare_page_part_01.dart;flutter_app/lib/features/launchpad/presentation/pages/launchpad_bridge_compare_page_part_02.dart;flutter_app/lib/features/launchpad/presentation/pages/launchpad_bridge_compare_page_part_03.dart"
"monitor_when_touched","P2-B medium monitor","launchpad","AppRoutePaths.launchpadLimitOrders","LaunchpadLimitOrdersPage","flutter_app/lib/features/launchpad/presentation/pages/launchpad_limit_orders_page.dart","P2_MEDIUM_DENSITY_REVIEW","36","5","A","detail","financial_safety_copy_preserve","tokenized_fixed_height_pressure;bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse","Compact first viewport: reduce tall tokenized cards/gaps and verify first repeated/actionable section above bottom nav.","Monitor and compact when this feature/file is touched, or if emulator/widget QA shows first-viewport regression; use existing recommendation as the fix direction.","flutter_app/lib/features/launchpad/presentation/pages/launchpad_limit_orders_page.dart;flutter_app/lib/features/launchpad/presentation/widgets/launchpad_limit_orders_active_widgets.dart;flutter_app/lib/features/launchpad/presentation/widgets/launchpad_limit_orders_create_fields.dart;flutter_app/lib/features/launchpad/presentation/widgets/launchpad_limit_orders_create_widgets.dart;flutter_app/lib/features/launchpad/presentation/widgets/launchpad_limit_orders_formatters.dart;flutter_app/lib/features/launchpad/presentation/widgets/launchpad_limit_orders_header_widgets.dart;flutter_app/lib/features/launchpad/presentation/widgets/launchpad_limit_orders_history_widgets.dart;flutter_app/lib/features/launchpad/presentation/widgets/launchpad_limit_orders_preview_widgets.dart"
"monitor_when_touched","P2-B medium monitor","launchpad","AppRoutePaths.launchpadStaking","LaunchpadStakingPage","flutter_app/lib/features/launchpad/presentation/pages/launchpad_staking_page.dart","P2_MEDIUM_DENSITY_REVIEW","36","0","A","detail","financial_safety_copy_preserve","tokenized_fixed_height_pressure;spacer_inside_cards;bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse","Compact first viewport: reduce tall tokenized cards/gaps and verify first repeated/actionable section above bottom nav.","Monitor and compact when this feature/file is touched, or if emulator/widget QA shows first-viewport regression; use existing recommendation as the fix direction.","flutter_app/lib/features/launchpad/presentation/pages/launchpad_staking_page.dart;flutter_app/lib/features/launchpad/presentation/pages/launchpad_staking_page_part_01.dart;flutter_app/lib/features/launchpad/presentation/pages/launchpad_staking_page_part_02.dart;flutter_app/lib/features/launchpad/presentation/pages/launchpad_staking_page_part_03.dart"
"monitor_when_touched","P2-B medium monitor","p2p","AppRoutePaths.p2pKycAddress","P2PAddressProofPage","flutter_app/lib/features/p2p/presentation/pages/p2p_address_proof_page.dart","P2_MEDIUM_DENSITY_REVIEW","36","0","A","detail","financial_safety_copy_preserve","tokenized_fixed_height_pressure;bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse","Compact first viewport: reduce tall tokenized cards/gaps and verify first repeated/actionable section above bottom nav.","Monitor and compact when this feature/file is touched, or if emulator/widget QA shows first-viewport regression; use existing recommendation as the fix direction.","flutter_app/lib/features/p2p/presentation/pages/p2p_address_proof_page.dart;flutter_app/lib/features/p2p/presentation/widgets/p2p_address_proof_page_common.dart;flutter_app/lib/features/p2p/presentation/widgets/p2p_address_proof_page_sections.dart"
"monitor_when_touched","P2-B medium monitor","p2p","AppRoutePaths.p2pInsuranceScore","P2PInsuranceScorePage","flutter_app/lib/features/p2p/presentation/pages/p2p_insurance_score_page.dart","P2_MEDIUM_DENSITY_REVIEW","36","0","A","detail","financial_safety_copy_preserve","tokenized_fixed_height_pressure;spacer_inside_cards;bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse","Compact first viewport: reduce tall tokenized cards/gaps and verify first repeated/actionable section above bottom nav.","Monitor and compact when this feature/file is touched, or if emulator/widget QA shows first-viewport regression; use existing recommendation as the fix direction.","flutter_app/lib/features/p2p/presentation/pages/p2p_insurance_score_page.dart;flutter_app/lib/features/p2p/presentation/widgets/p2p_insurance_score_page_common.dart;flutter_app/lib/features/p2p/presentation/widgets/p2p_insurance_score_page_sections.dart"
"monitor_when_touched","P2-B medium monitor","dca","AppRoutePaths.devDcaOverview","DCAOverviewDemo","flutter_app/lib/features/dca/presentation/pages/dca_overview_demo.dart","P2_MEDIUM_DENSITY_REVIEW","35","5","A","detail","standard_ui_accessibility_preserve","tokenized_fixed_height_pressure;spacer_inside_cards;bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse","Compact first viewport: reduce tall tokenized cards/gaps and verify first repeated/actionable section above bottom nav.","Monitor and compact when this feature/file is touched, or if emulator/widget QA shows first-viewport regression; use existing recommendation as the fix direction.","flutter_app/lib/features/dca/presentation/pages/dca_overview_demo.dart;flutter_app/lib/features/dca/presentation/widgets/dca_overview_demo_actions.dart;flutter_app/lib/features/dca/presentation/widgets/dca_overview_demo_metrics.dart;flutter_app/lib/features/dca/presentation/widgets/dca_overview_demo_shell.dart"
"monitor_when_touched","P2-B medium monitor","discovery","AppRoutePaths.search","UnifiedSearchPage","flutter_app/lib/features/discovery/presentation/pages/unified_search_page.dart","P2_MEDIUM_DENSITY_REVIEW","35","0","A","detail","standard_ui_accessibility_preserve","spacer_inside_cards;manual_content_density_bypass;bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse","Replace relaxed/custom content rhythm with shared compact sections before tuning individual cards.","Monitor and compact when this feature/file is touched, or if emulator/widget QA shows first-viewport regression; use existing recommendation as the fix direction.","flutter_app/lib/features/discovery/presentation/pages/unified_search_page.dart;flutter_app/lib/features/discovery/presentation/widgets/unified_search_common.dart;flutter_app/lib/features/discovery/presentation/widgets/unified_search_entity_cards.dart;flutter_app/lib/features/discovery/presentation/widgets/unified_search_prediction_arena_cards.dart;flutter_app/lib/features/discovery/presentation/widgets/unified_search_results.dart;flutter_app/lib/features/discovery/presentation/widgets/unified_search_shell.dart"
"monitor_when_touched","P2-B medium monitor","p2p","'/p2p/dispute/:orderId'","P2PDisputePage","flutter_app/lib/features/p2p/presentation/pages/p2p_dispute_page.dart","P2_MEDIUM_DENSITY_REVIEW","35","0","A","detail","financial_safety_copy_preserve","vertical_gap_accumulation;bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse","Compact first viewport: reduce tall tokenized cards/gaps and verify first repeated/actionable section above bottom nav.","Monitor and compact when this feature/file is touched, or if emulator/widget QA shows first-viewport regression; use existing recommendation as the fix direction.","flutter_app/lib/features/p2p/presentation/pages/p2p_dispute_page.dart"
"monitor_when_touched","P2-B medium monitor","p2p","AppRoutePaths.p2p","P2PHomePage","flutter_app/lib/features/p2p/presentation/pages/p2p_home_page.dart","P2_MEDIUM_DENSITY_REVIEW","35","0","A","rootModule","financial_safety_copy_preserve","tokenized_fixed_height_pressure;bottom_nav_inset_pressure;root_top_chrome_first_viewport_cost;official_audit_blind_spot;shared_component_compliant_but_sparse","Compact first viewport: reduce tall tokenized cards/gaps and verify first repeated/actionable section above bottom nav.","Monitor and compact when this feature/file is touched, or if emulator/widget QA shows first-viewport regression; use existing recommendation as the fix direction.","flutter_app/lib/features/p2p/presentation/pages/p2p_home_page.dart;flutter_app/lib/features/p2p/presentation/pages/p2p_home_page_part_01.dart;flutter_app/lib/features/p2p/presentation/pages/p2p_home_page_part_02.dart;flutter_app/lib/features/p2p/presentation/pages/p2p_home_page_part_03.dart"
"monitor_when_touched","P2-B medium monitor","auth","AppRoutePaths.auth2faSetup","TwoFASetupPage","flutter_app/lib/features/auth/presentation/pages/two_fa_setup_page.dart","P2_MEDIUM_DENSITY_REVIEW","34","5","A","detail","standard_ui_accessibility_preserve","tokenized_fixed_height_pressure;manual_content_density_bypass;official_audit_blind_spot;shared_component_compliant_but_sparse","Replace relaxed/custom content rhythm with shared compact sections before tuning individual cards.","Monitor and compact when this feature/file is touched, or if emulator/widget QA shows first-viewport regression; use existing recommendation as the fix direction.","flutter_app/lib/features/auth/presentation/pages/two_fa_setup_page.dart;flutter_app/lib/features/auth/presentation/widgets/two_fa_setup_backup.dart;flutter_app/lib/features/auth/presentation/widgets/two_fa_setup_qr.dart;flutter_app/lib/features/auth/presentation/widgets/two_fa_setup_steps.dart;flutter_app/lib/features/auth/presentation/widgets/two_fa_setup_verify.dart"
"monitor_when_touched","P2-B medium monitor","dca","AppRoutePaths.dcaDynamicAmount","DCADynamicAmount","flutter_app/lib/features/dca/presentation/pages/dca_dynamic_amount_page.dart","P2_MEDIUM_DENSITY_REVIEW","34","0","A","detail","standard_ui_accessibility_preserve","tokenized_fixed_height_pressure;bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse","Compact first viewport: reduce tall tokenized cards/gaps and verify first repeated/actionable section above bottom nav.","Monitor and compact when this feature/file is touched, or if emulator/widget QA shows first-viewport regression; use existing recommendation as the fix direction.","flutter_app/lib/features/dca/presentation/pages/dca_dynamic_amount_page.dart;flutter_app/lib/features/dca/presentation/pages/dca_dynamic_amount_page_part_01.dart;flutter_app/lib/features/dca/presentation/pages/dca_dynamic_amount_page_part_02.dart;flutter_app/lib/features/dca/presentation/pages/dca_dynamic_amount_page_part_03.dart;flutter_app/lib/features/dca/presentation/pages/dca_dynamic_amount_page_part_04.dart"
"monitor_when_touched","P2-B medium monitor","earn","AppRoutePaths.earnEmergencyActions","StakingEmergencyActionsPage","flutter_app/lib/features/earn/presentation/pages/staking_emergency_actions_page.dart","P2_MEDIUM_DENSITY_REVIEW","34","0","A","detail","financial_safety_copy_preserve","tokenized_fixed_height_pressure;bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse","Compact first viewport: reduce tall tokenized cards/gaps and verify first repeated/actionable section above bottom nav.","Monitor and compact when this feature/file is touched, or if emulator/widget QA shows first-viewport regression; use existing recommendation as the fix direction.","flutter_app/lib/features/earn/presentation/pages/staking_emergency_actions_page.dart"
"monitor_when_touched","P2-B medium monitor","earn","AppRoutePaths.earnRiskDashboard","StakingRiskDashboardPage","flutter_app/lib/features/earn/presentation/pages/staking_risk_dashboard_page.dart","P2_MEDIUM_DENSITY_REVIEW","34","1","A","detail","financial_safety_copy_preserve","tokenized_fixed_height_pressure;spacer_inside_cards;bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse","Compact first viewport: reduce tall tokenized cards/gaps and verify first repeated/actionable section above bottom nav.","Monitor and compact when this feature/file is touched, or if emulator/widget QA shows first-viewport regression; use existing recommendation as the fix direction.","flutter_app/lib/features/earn/presentation/pages/staking_risk_dashboard_page.dart;flutter_app/lib/features/earn/presentation/widgets/staking_risk_dashboard_page_common.dart;flutter_app/lib/features/earn/presentation/widgets/staking_risk_dashboard_page_sections.dart"
"monitor_when_touched","P2-B medium monitor","launchpad","AppRoutePaths.launchpadRebalance","LaunchpadRebalancePage","flutter_app/lib/features/launchpad/presentation/pages/launchpad_rebalance_page.dart","P2_MEDIUM_DENSITY_REVIEW","34","1","A","detail","financial_safety_copy_preserve","bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse","Recheck bottom-nav/sticky-footer clearance and keep primary content visible above chrome.","Monitor and compact when this feature/file is touched, or if emulator/widget QA shows first-viewport regression; use existing recommendation as the fix direction.","flutter_app/lib/features/launchpad/presentation/pages/launchpad_rebalance_page.dart;flutter_app/lib/features/launchpad/presentation/widgets/launchpad_rebalance_allocation.dart;flutter_app/lib/features/launchpad/presentation/widgets/launchpad_rebalance_calculations.dart;flutter_app/lib/features/launchpad/presentation/widgets/launchpad_rebalance_confirm_sheet.dart;flutter_app/lib/features/launchpad/presentation/widgets/launchpad_rebalance_deviation.dart;flutter_app/lib/features/launchpad/presentation/widgets/launchpad_rebalance_hero.dart;flutter_app/lib/features/launchpad/presentation/widgets/launchpad_rebalance_strategy.dart;flutter_app/lib/features/launchpad/presentation/widgets/launchpad_rebalance_suggestions.dart;flutter_app/lib/features/launchpad/presentation/widgets/launchpad_rebalance_summary.dart"
"monitor_when_touched","P2-B medium monitor","p2p","AppRoutePaths.p2pPaymentMethods","P2PPaymentMethodsPage","flutter_app/lib/features/p2p/presentation/pages/p2p_payment_methods_page.dart","P2_MEDIUM_DENSITY_REVIEW","34","0","A","detail","financial_safety_copy_preserve","very_high_vertical_gap_accumulation;bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse","Compact first viewport: reduce tall tokenized cards/gaps and verify first repeated/actionable section above bottom nav.","Monitor and compact when this feature/file is touched, or if emulator/widget QA shows first-viewport regression; use existing recommendation as the fix direction.","flutter_app/lib/features/p2p/presentation/pages/p2p_payment_methods_page.dart;flutter_app/lib/features/p2p/presentation/widgets/p2p_payment_methods_page_common.dart;flutter_app/lib/features/p2p/presentation/widgets/p2p_payment_methods_page_sections.dart"
"monitor_when_touched","P2-B medium monitor","trade","AppRoutePaths.tradeCopyKidGenerator","KIDGeneratorPage","flutter_app/lib/features/trade/presentation/pages/kid_generator_page.dart","P2_MEDIUM_DENSITY_REVIEW","34","0","A","detail","financial_safety_copy_preserve","very_high_vertical_gap_accumulation;spacer_inside_cards;bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse","Compact first viewport: reduce tall tokenized cards/gaps and verify first repeated/actionable section above bottom nav.","Monitor and compact when this feature/file is touched, or if emulator/widget QA shows first-viewport regression; use existing recommendation as the fix direction.","flutter_app/lib/features/trade/presentation/pages/kid_generator_page.dart;flutter_app/lib/features/trade/presentation/widgets/trade_body_review_widgets.dart"
