file,line,owner,sourceWidget,classification,mode,fallback,highRisk,issue,notes
"flutter_app/lib/features/arena/presentation/pages/connected_ecosystem_production_page.dart","82","_ConnectedEcosystemProductionPageState","VitHeader","history_then_fallback","history_then_fallback","AppRoutePaths.arena","no","-","History pop is paired with an explicit fallback route."
"flutter_app/lib/features/arena/presentation/pages/my_arena_page.dart","93","_MyArenaPageState","VitHeader","history_then_fallback","history_then_fallback","-","no","-","History pop is paired with an explicit fallback route."
"flutter_app/lib/features/arena/presentation/pages/my_arena_reports_page.dart","70","_MyArenaReportsPageState","VitHeader","history_then_fallback","history_then_fallback","AppRoutePaths.arena","no","-","History pop is paired with an explicit fallback route."
"flutter_app/lib/features/arena/presentation/pages/verified_challenges_page.dart","56","VerifiedChallengesPage","VitHeader","history_then_fallback","history_then_fallback","AppRoutePaths.arena","no","-","History pop is paired with an explicit fallback route."
"flutter_app/lib/features/auth/presentation/pages/forgot_password_page.dart","237","_ForgotPasswordPageState","VitHeader","history_then_fallback","history_then_fallback","AppRoutePaths.authLogin","no","-","Uses shared back-navigation helper."
"flutter_app/lib/features/auth/presentation/pages/otp_page.dart","225","_OTPPageState","VitHeader","parent_route_only","parent_route_only","AppRoutePaths.authLogin","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/auth/presentation/pages/register_page.dart","171","_RegisterPageState","VitHeader","parent_route_only","parent_route_only","AppRoutePaths.authLogin","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/auth/presentation/pages/reset_password_page.dart","174","_ResetPasswordPageState","VitHeader","history_then_fallback","history_then_fallback","AppRoutePaths.authLogin","no","-","Uses shared back-navigation helper."
"flutter_app/lib/features/auth/presentation/pages/two_fa_setup_page.dart","199","_TwoFASetupPageState","VitHeader","history_then_fallback","history_then_fallback","AppRoutePaths.authOtp","no","-","Uses shared back-navigation helper."
"flutter_app/lib/features/cross_module/presentation/pages/unified_portfolio_dashboard.dart","59","_UnifiedPortfolioDashboardState","VitHeader","parent_route_only","parent_route_only","snapshot.backRoute","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/cross_module/presentation/widgets/cross_module_tabbed_shell.dart","41","CrossModuleTabbedPageShell","VitHeader","parent_route_only","delegated_by_owner","delegated_callback","no","-","Reusable widget receives an owner-provided back callback."
"flutter_app/lib/features/dca/presentation/pages/dca_backtester_page.dart","59","_DCABacktesterPageState","VitHeader","history_then_fallback","history_then_fallback","AppRoutePaths.dca","no","-","History pop is paired with an explicit fallback route."
"flutter_app/lib/features/dca/presentation/pages/dca_dynamic_amount_page.dart","72","_DCADynamicAmountState","VitHeader","history_then_fallback","history_then_fallback","AppRoutePaths.dca","no","-","History pop is paired with an explicit fallback route."
"flutter_app/lib/features/dca/presentation/pages/dca_multi_asset_page_part_01.dart","44","_DCAMultiAssetPageState","VitHeader","history_then_fallback","history_then_fallback","AppRoutePaths.dca","no","-","History pop is paired with an explicit fallback route."
"flutter_app/lib/features/dca/presentation/pages/dca_overview_demo.dart","68","_DCAOverviewDemoState","VitHeader","parent_route_only","parent_route_only","snapshot.backRoute","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/dca/presentation/pages/dca_page_part_01.dart","26","_DCAPageState","VitTopChrome","history_then_fallback","history_then_fallback","AppRoutePaths.trade","no","-","Uses shared back-navigation helper."
"flutter_app/lib/features/dca/presentation/pages/dca_performance_compare_page.dart","63","_DCAPerformanceComparePageState","VitHeader","history_then_fallback","history_then_fallback","AppRoutePaths.dca","no","-","History pop is paired with an explicit fallback route."
"flutter_app/lib/features/dca/presentation/pages/dca_portfolio_optimizer_page.dart","94","_DCAPortfolioOptimizerState","VitHeader","history_then_fallback","history_then_fallback","AppRoutePaths.dca","no","-","History pop is paired with an explicit fallback route."
"flutter_app/lib/features/dca/presentation/pages/dca_rebalance_config_page.dart","96","_DCARebalanceConfigState","VitHeader","history_then_fallback","history_then_fallback","AppRoutePaths.dca","no","-","History pop is paired with an explicit fallback route."
"flutter_app/lib/features/dca/presentation/pages/dca_rebalance_dashboard_page.dart","49","DCARebalanceDashboard","VitTopChrome","history_then_fallback","history_then_fallback","AppRoutePaths.dca","no","-","History pop is paired with an explicit fallback route."
"flutter_app/lib/features/dca/presentation/pages/dca_schedule_analytics_page.dart","49","DCAScheduleAnalytics","VitTopChrome","history_then_fallback","history_then_fallback","AppRoutePaths.dca","no","-","History pop is paired with an explicit fallback route."
"flutter_app/lib/features/dca/presentation/pages/dca_schedule_config_page.dart","85","_DCAScheduleConfigState","VitHeader","history_then_fallback","history_then_fallback","AppRoutePaths.dca","no","-","History pop is paired with an explicit fallback route."
"flutter_app/lib/features/dca/presentation/pages/dca_smart_rules_page.dart","59","_DCASmartRulesPageState","VitHeader","history_then_fallback","history_then_fallback","AppRoutePaths.dca","no","-","History pop is paired with an explicit fallback route."
"flutter_app/lib/features/dev/presentation/pages/design_system_page.dart","97","_DesignSystemPageState","VitHeader","parent_route_only","parent_route_only","snapshot.backRoute","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/dev/presentation/pages/missing_screens_showcase_page.dart","69","_MissingScreensShowcasePageState","VitHeader","parent_route_only","parent_route_only","snapshot.backRoute","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/dev/presentation/pages/performance_monitor.dart","58","_PerformanceMonitorState","VitHeader","parent_route_only","parent_route_only","snapshot.backRoute","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/dev/presentation/pages/route_checker_page.dart","68","_RouteCheckerState","VitHeader","parent_route_only","parent_route_only","snapshot.backRoute","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/discovery/presentation/pages/topic_hub_page.dart","94","_TopicHubPageState","VitHeader","parent_route_only","parent_route_only","AppRoutePaths.home","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/discovery/presentation/pages/unified_search_page.dart","78","_UnifiedSearchPageState","VitHeader","parent_route_only","parent_route_only","AppRoutePaths.home","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/earn/presentation/pages/auto_compound_settings_page_part_01.dart","34","_AutoCompoundSettingsPageState","VitHeader","parent_route_only","parent_route_only","snapshot.backRoute","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/earn/presentation/pages/earn_portfolio_page.dart","26","_SavingsPortfolioPageState","VitHeader","parent_route_only","parent_route_only","snapshot.backRoute","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/earn/presentation/pages/savings_analytics_page.dart","69","_SavingsAnalyticsPageState","VitHeader","parent_route_only","parent_route_only","snapshot.backRoute","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/earn/presentation/pages/savings_auto_rebalance_page.dart","101","_SavingsAutoRebalancePageState","VitHeader","parent_route_only","parent_route_only","snapshot.backRoute","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/earn/presentation/pages/savings_autopilot_page.dart","84","_SavingsAutoPilotPageState","VitHeader","parent_route_only","parent_route_only","snapshot.backRoute","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/earn/presentation/pages/savings_backtest_page.dart","96","_SavingsBacktestPageState","VitHeader","parent_route_only","parent_route_only","snapshot.backRoute","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/earn/presentation/pages/savings_comparison_page.dart","74","_SavingsComparisonPageState","VitHeader","parent_route_only","parent_route_only","snapshot.backRoute","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/earn/presentation/pages/savings_dca_page.dart","71","_SavingsDCAPageState","VitHeader","parent_route_only","parent_route_only","snapshot.backRoute","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/earn/presentation/pages/savings_export_page.dart","94","_SavingsExportPageState","VitHeader","parent_route_only","parent_route_only","snapshot.backRoute","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/earn/presentation/pages/savings_faq_page.dart","71","_SavingsFAQPageState","VitHeader","parent_route_only","parent_route_only","snapshot.backRoute","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/earn/presentation/pages/savings_goal_page_part_01.dart","28","_SavingsGoalPageState","VitHeader","parent_route_only","parent_route_only","snapshot.backRoute","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/earn/presentation/pages/savings_guide_page.dart","65","_SavingsGuidePageState","VitHeader","parent_route_only","parent_route_only","snapshot.backRoute","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/earn/presentation/pages/savings_history_page.dart","66","_SavingsHistoryPageState","VitHeader","parent_route_only","parent_route_only","snapshot.backRoute","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/earn/presentation/pages/savings_ladder_page.dart","92","_SavingsLadderPageState","VitHeader","parent_route_only","parent_route_only","snapshot.backRoute","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/earn/presentation/pages/savings_notification_preferences_page.dart","90","_SavingsNotificationPreferencesPageState","VitHeader","parent_route_only","parent_route_only","snapshot.backRoute","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/earn/presentation/pages/savings_notifications_page.dart","80","_SavingsNotificationsPageState","VitHeader","parent_route_only","parent_route_only","snapshot.backRoute","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/earn/presentation/pages/savings_page.dart","79","_SavingsPageState","VitHeader","history_then_fallback","history_then_fallback","snapshot.backRoute","no","-","Uses shared back-navigation helper."
"flutter_app/lib/features/earn/presentation/pages/savings_product_detail_page.dart","53","SavingsProductDetailPage","VitHeader","parent_route_only","parent_route_only","snapshot.backRoute","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/earn/presentation/pages/savings_receipt_page.dart","35","SavingsReceiptPage","VitHeader","parent_route_only","parent_route_only","snapshot.backRoute","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/earn/presentation/pages/savings_recommendations_page_part_01.dart","40","_SavingsRecommendationsPageState","VitHeader","parent_route_only","parent_route_only","snapshot.backRoute","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/earn/presentation/pages/savings_redeem_page.dart","41","SavingsRedeemPage","VitHeader","parent_route_only","parent_route_only","snapshot.backRoute","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/earn/presentation/pages/savings_risk_assessment_page.dart","75","_SavingsRiskAssessmentPageState","VitHeader","parent_route_only","parent_route_only","snapshot.backRoute","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/earn/presentation/pages/savings_smart_suggestions_page.dart","72","_SavingsSmartSuggestionsPageState","VitHeader","parent_route_only","parent_route_only","snapshot.backRoute","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/earn/presentation/pages/savings_what_if_page.dart","99","_SavingsWhatIfPageState","VitHeader","parent_route_only","parent_route_only","snapshot.backRoute","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/earn/presentation/pages/staking_advanced_orders_page.dart","78","_StakingAdvancedOrdersPageState","VitTopChrome","parent_route_only","parent_route_only","snapshot.backRoute","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/earn/presentation/pages/staking_analytics_page_part_01.dart","27","_StakingAnalyticsPageState","VitHeader","parent_route_only","parent_route_only","snapshot.backRoute","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/earn/presentation/pages/staking_api_documentation_page.dart","89","_StakingApiDocumentationPageState","VitTopChrome","parent_route_only","parent_route_only","snapshot.backRoute","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/earn/presentation/pages/staking_audit_reports_page.dart","73","_StakingAuditReportsPageState","VitTopChrome","parent_route_only","parent_route_only","snapshot.backRoute","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/earn/presentation/pages/staking_auto_compound_page_part_01.dart","58","_StakingAutoCompoundPageState","VitTopChrome","parent_route_only","parent_route_only","snapshot.backRoute","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/earn/presentation/pages/staking_community_governance_page.dart","57","StakingCommunityGovernancePage","VitTopChrome","parent_route_only","parent_route_only","snapshot.backRoute","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/earn/presentation/pages/staking_contingency_plan_page.dart","57","StakingContingencyPlanPage","VitTopChrome","parent_route_only","parent_route_only","snapshot.backRoute","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/earn/presentation/pages/staking_custody_page.dart","61","_StakingCustodyPageState","VitTopChrome","parent_route_only","parent_route_only","snapshot.backRoute","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/earn/presentation/pages/staking_dashboard_page.dart","66","_StakingDashboardPageState","VitHeader","parent_route_only","parent_route_only","snapshot.backRoute","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/earn/presentation/pages/staking_data_export_page.dart","72","_StakingDataExportPageState","VitTopChrome","parent_route_only","parent_route_only","snapshot.backRoute","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/earn/presentation/pages/staking_developer_console_page.dart","75","_StakingDeveloperConsolePageState","VitTopChrome","parent_route_only","parent_route_only","snapshot.backRoute","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/earn/presentation/pages/staking_earn_page.dart","75","_StakingEarnPageState","VitTopChrome","parent_route_only","parent_route_only","snapshot.backRoute","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/earn/presentation/pages/staking_earnings_calendar_page.dart","84","_StakingEarningsCalendarPageState","VitHeader","parent_route_only","parent_route_only","snapshot.backRoute","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/earn/presentation/pages/staking_emergency_actions_page.dart","54","StakingEmergencyActionsPage","VitTopChrome","parent_route_only","parent_route_only","snapshot.backRoute","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/earn/presentation/pages/staking_faq_page.dart","61","_StakingFAQPageState","VitTopChrome","parent_route_only","parent_route_only","snapshot.backRoute","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/earn/presentation/pages/staking_forum_page.dart","49","StakingForumPage","VitTopChrome","parent_route_only","parent_route_only","snapshot.backRoute","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/earn/presentation/pages/staking_guide_page.dart","69","_StakingGuidePageState","VitTopChrome","parent_route_only","parent_route_only","snapshot.backRoute","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/earn/presentation/pages/staking_history_page.dart","80","_StakingHistoryPageState","VitHeader","parent_route_only","parent_route_only","snapshot.backRoute","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/earn/presentation/pages/staking_institutional_page.dart","76","_StakingInstitutionalPageState","VitTopChrome","parent_route_only","parent_route_only","snapshot.backRoute","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/earn/presentation/pages/staking_insurance_fund_transparency_page.dart","69","_StakingInsuranceFundTransparencyPageState","VitTopChrome","parent_route_only","parent_route_only","snapshot.backRoute","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/earn/presentation/pages/staking_insurance_page_part_01.dart","24","_StakingInsurancePageState","VitTopChrome","parent_route_only","parent_route_only","snapshot.backRoute","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/earn/presentation/pages/staking_liquid_staking_page_part_01.dart","34","_StakingLiquidStakingPageState","VitTopChrome","parent_route_only","parent_route_only","snapshot.backRoute","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/earn/presentation/pages/staking_multi_chain_page.dart","63","StakingMultiChainPage","VitTopChrome","parent_route_only","parent_route_only","snapshot.backRoute","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/earn/presentation/pages/staking_notifications_page.dart","82","_StakingNotificationsPageState","VitTopChrome","parent_route_only","parent_route_only","snapshot.backRoute","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/earn/presentation/pages/staking_proof_of_reserves_page_part_01.dart","28","_StakingProofOfReservesPageState","VitTopChrome","parent_route_only","parent_route_only","snapshot.backRoute","yes","-","Back goes to an explicit parent route."
"flutter_app/lib/features/earn/presentation/pages/staking_proposals_page.dart","48","StakingProposalsPage","VitTopChrome","parent_route_only","parent_route_only","snapshot.backRoute","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/earn/presentation/pages/staking_recommendations_page.dart","70","_StakingRecommendationsPageState","VitTopChrome","parent_route_only","parent_route_only","snapshot.backRoute","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/earn/presentation/pages/staking_regulatory_framework_page.dart","72","_StakingRegulatoryFrameworkPageState","VitTopChrome","parent_route_only","parent_route_only","snapshot.backRoute","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/earn/presentation/pages/staking_risk_assessment_page.dart","72","_StakingRiskAssessmentPageState","VitTopChrome","parent_route_only","parent_route_only","snapshot.backRoute","yes","-","Back goes to an explicit parent route."
"flutter_app/lib/features/earn/presentation/pages/staking_risk_dashboard_page.dart","59","StakingRiskDashboardPage","VitTopChrome","parent_route_only","parent_route_only","snapshot.backRoute","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/earn/presentation/pages/staking_risk_disclosure_page.dart","95","_StakingRiskDisclosurePageState","VitTopChrome","parent_route_only","parent_route_only","snapshot.backRoute","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/earn/presentation/pages/staking_risk_score_calculator_page.dart","94","_StakingRiskScoreCalculatorPageState","VitTopChrome","parent_route_only","parent_route_only","snapshot.backRoute","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/earn/presentation/pages/staking_slashing_history_page.dart","68","_StakingSlashingHistoryPageState","VitTopChrome","parent_route_only","parent_route_only","snapshot.backRoute","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/earn/presentation/pages/staking_social_feed_page.dart","66","_StakingSocialFeedPageState","VitTopChrome","parent_route_only","parent_route_only","snapshot.backRoute","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/earn/presentation/pages/staking_suitability_assessment_page.dart","98","_StakingSuitabilityAssessmentPageState","VitTopChrome","parent_route_only","parent_route_only","snapshot.backRoute","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/earn/presentation/pages/staking_tax_guide_page.dart","72","_StakingTaxGuidePageState","VitTopChrome","parent_route_only","parent_route_only","snapshot.backRoute","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/earn/presentation/pages/staking_terms_page.dart","60","_StakingTermsPageState","VitTopChrome","parent_route_only","parent_route_only","snapshot.backRoute","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/earn/presentation/pages/staking_third_party_integrations_page.dart","76","_StakingThirdPartyIntegrationsPageState","VitTopChrome","parent_route_only","parent_route_only","snapshot.backRoute","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/earn/presentation/pages/staking_transaction_reporting_page.dart","100","_StakingTransactionReportingPageState","VitTopChrome","parent_route_only","parent_route_only","snapshot.backRoute","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/earn/presentation/pages/staking_validator_health_monitor_page.dart","63","_StakingValidatorHealthMonitorPageState","VitTopChrome","parent_route_only","parent_route_only","snapshot.backRoute","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/earn/presentation/pages/staking_validator_selection_page.dart","79","_StakingValidatorSelectionPageState","VitTopChrome","parent_route_only","parent_route_only","snapshot.backRoute","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/earn/presentation/pages/staking_voting_page.dart","59","_StakingVotingPageState","VitTopChrome","parent_route_only","parent_route_only","snapshot.backRoute","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/earn/presentation/pages/staking_webhooks_page.dart","54","StakingWebhooksPage","VitTopChrome","parent_route_only","parent_route_only","snapshot.backRoute","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/earn/presentation/pages/staking_withdrawal_policy_page_part_01.dart","26","_StakingWithdrawalPolicyPageState","VitTopChrome","parent_route_only","parent_route_only","snapshot.backRoute","yes","-","Back goes to an explicit parent route."
"flutter_app/lib/features/enterprise_states/presentation/pages/enterprise_states_page.dart","67","_EnterpriseStatesPageState","VitHeader","parent_route_only","parent_route_only","snapshot.backRoute","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/launchpad/presentation/pages/launchpad_abi_diff_page.dart","89","_LaunchpadAbiDiffPageState","VitHeader","parent_route_only","parent_route_only","snapshot.backRoute","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/launchpad/presentation/pages/launchpad_address_book_page.dart","108","_LaunchpadAddressBookPageState","VitHeader","parent_route_only","parent_route_only","snapshot.backRoute","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/launchpad/presentation/pages/launchpad_batch_claim_page.dart","92","_LaunchpadBatchClaimPageState","VitHeader","parent_route_only","parent_route_only","snapshot.backRoute","yes","-","Back goes to an explicit parent route."
"flutter_app/lib/features/launchpad/presentation/pages/launchpad_bridge_compare_page.dart","91","_LaunchpadBridgeComparePageState","VitHeader","parent_route_only","parent_route_only","snapshot.backRoute","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/launchpad/presentation/pages/launchpad_bridge_order_page.dart","76","_LaunchpadBridgeOrderPageState","VitHeader","parent_route_only","parent_route_only","snapshot.backRoute","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/launchpad/presentation/pages/launchpad_claim_receipt_page.dart","92","_LaunchpadClaimReceiptPageState","VitHeader","parent_route_only","parent_route_only","snapshot.backRoute","yes","-","Uses shared back-navigation helper."
"flutter_app/lib/features/launchpad/presentation/pages/launchpad_contract_page.dart","55","LaunchpadContractPage","VitHeader","parent_route_only","parent_route_only","snapshot.backRoute","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/launchpad/presentation/pages/launchpad_dca_builder_page.dart","107","_LaunchpadDcaBuilderPageState","VitHeader","parent_route_only","parent_route_only","snapshot.backRoute","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/launchpad/presentation/pages/launchpad_detail_page.dart","56","LaunchpadDetailPage","VitHeader","parent_route_only","parent_route_only","snapshot.backRoute","no","-","Back goes to an explicit parent route."
"flutter_app/lib/features/launchpad/presentation/pages/launchpad_event_log_page.dart","107","_LaunchpadEventLogPageState","VitHeader","parent_route_only","parent_route_only","snapshot.backRoute","no","-","Back goes to an explicit parent route."
